# Licensed under Apache License 2.0 — https://www.apache.org/licenses/LICENSE-2.0
# Copyright 2026 SemiAnalysis LLC. Data from InferenceX (https://github.com/SemiAnalysisAI/InferenceX).
# Attribution to InferenceX is required for any derivative work.
Model,ISL,OSL,Hardware,Hardware Key,Framework,Precision,TP,Concurrency,Date,Throughput/GPU (tok/s),Output Throughput/GPU (tok/s),Input Throughput/GPU (tok/s),Mean TTFT (ms),Median TTFT (ms),P99 TTFT (ms),Std TTFT (ms),Mean TPOT (ms),Median TPOT (ms),P99 TPOT (ms),Std TPOT (ms),Mean Interactivity (tok/s/user),Median Interactivity (tok/s/user),P99 Interactivity (tok/s/user),Std Interactivity (tok/s/user),Mean ITL (ms),Median ITL (ms),P99 ITL (ms),Std ITL (ms),Mean E2E Latency (ms),Median E2E Latency (ms),P99 E2E Latency (ms),Std E2E Latency (ms),Disaggregated,Num Prefill GPUs,Num Decode GPUs,Spec Decoding,EP,DP Attention,Is Multinode
DeepSeek-R1-0528,1024,1024,h200,h200_sglang,sglang,fp8,8,4,2026-06-02,98.82861137108823,49.173854925265026,49.6547564458232,0.15776667634490876,0.08473177487030625,0.8111691918317229,0.2175737912414926,0.009699665552215086,0.00972992689843301,0.009839506130436793,0.0001394642316137281,103.09633817958112,102.77569507341812,101.63111712555113,7170.297275717866,0.09656564662173334,0.09532001242041588,0.161438593454659,0.01231192100909975,9.05146253653802,9.085176336579025,10.594602367626504,0.6802101552102707,false,,,none,1,false,false
DeepSeek-R1-0528,1024,1024,h200,h200_sglang,sglang,fp8,8,8,2026-06-02,164.13460250833404,82.37151486488753,81.76308764344651,0.1653588728122486,0.0875471559993457,0.8671775219764095,0.2299148187821604,0.011729369372768875,0.011708936999734191,0.012317979858725151,0.00030463881838484647,85.25607543075749,85.40484930636329,81.18214280823601,3282.5757574227205,0.11673766677123734,0.11321791099908296,0.18371501327477746,0.01865136631903126,11.05406460596132,11.144049165501201,12.676801591175607,0.8280770572153378,false,,,none,1,false,false
DeepSeek-R1-0528,1024,1024,h200,h200_sglang,sglang,fp8,8,16,2026-06-02,254.58368410891322,126.61789679945585,127.96578730945737,0.19784106940496712,0.0940935187973082,1.1625210904050618,0.30430969876079156,0.01528491100139548,0.015387707301407764,0.016050319102113048,0.0005551706169976106,65.42399886454702,64.98693927642579,62.30405723636663,1801.2480656992404,0.1521672803076101,0.14444267190992832,0.27460174515843394,0.02908511420945818,14.186768996267347,14.161629993002862,16.57743046279065,1.141835068160831,false,,,none,1,false,false
DeepSeek-R1-0528,1024,1024,h200,h200_sglang,sglang,fp8,8,32,2026-06-02,353.7206886778132,177.14051522562795,176.58017345218525,0.3070151459571207,0.10551265813410282,2.0879456001520156,0.584469033698877,0.02179870100547123,0.022002872306846253,0.022951735531409053,0.0008851345813943972,45.87429314017432,45.448611710974085,43.569689910007774,1129.7716991518391,0.2169272818082208,0.20113031473010778,0.3866174186486751,0.045593470339764644,20.42837615676108,20.4637621040456,23.97278310851194,1.6291693233290792,false,,,none,1,false,false
DeepSeek-R1-0528,1024,1024,h200,h200_sglang,sglang,fp8,8,64,2026-06-02,519.7115630630872,259.7972132035421,259.91434985954504,0.3597531621941016,0.12711938982829452,2.494930098773912,0.6882413994553294,0.029767276299721073,0.030520272758281883,0.031800663911682826,0.0018481738643582374,33.593936842967736,32.76510691499777,31.44588436194954,541.0746355009417,0.2964256428036957,0.26432119123637676,0.5486660125851631,0.07564155551896148,27.7860724129976,28.002229302190244,32.25903623251244,2.4721666172542185,false,,,none,1,false,false
